Scheme Name       : start_scheme
Scheme lnL        : -23172911.1529
Scheme AICc       : 46388725.7469
Number of params  : 20870
Number of sites   : 769646
Number of subsets : 3102

Subset | Best Model | Subset Partitions              | Subset Sites                   | Alignment                               
2051   | LG+G       | EOG091E021D                    | 510016-510242                  | ./analysis/phylofiles/4bb4babb9bb33615d065f1b027b27e02.phy
2052   | DAYHOFF+G  | EOG091E023U                    | 510243-510507                  | ./analysis/phylofiles/02331425de4b363eda5e2073cf6bc0d3.phy
2053   | JTT+G      | EOG091E02DI                    | 510508-510915                  | ./analysis/phylofiles/525bf0138484b440b6d1aa8a3af32ead.phy
2054   | LG+G       | EOG091E00F1                    | 510916-511150                  | ./analysis/phylofiles/20b8afb3d3224fc9d0e078667318e425.phy
2055   | LG+I+G     | EOG091E05LJ                    | 511151-511279                  | ./analysis/phylofiles/bcbda819463a86a3646e130de173bf79.phy
2056   | VT+G       | EOG091E0491                    | 511280-511395                  | ./analysis/phylofiles/c726b52fe34698605c7d6192da778312.phy
2057   | LG+G       | EOG091E03AU                    | 511396-511574                  | ./analysis/phylofiles/0743036432bd0c6f38ad8a768e6026b2.phy
2058   | LG+G+F     | EOG091E05XZ                    | 511575-511691                  | ./analysis/phylofiles/6e4d31506ee9375533c719dd00502064.phy
2059   | LG+G       | EOG091E05V7                    | 511692-511859                  | ./analysis/phylofiles/5c376d09d49ae75de6dfd091f181dcf5.phy
2060   | LG+I+G     | EOG091E00EQ                    | 511860-512111                  | ./analysis/phylofiles/1e73b3bcfff7668fa90b847f83431890.phy
2061   | LG+I+G     | EOG091E02UF                    | 512112-512321                  | ./analysis/phylofiles/7eca86e10e40da85387c9ad2179a6aa1.phy
2062   | LG+G       | EOG091E00JC                    | 512322-513024                  | ./analysis/phylofiles/20bbf0b9d94ffc0720a9ec9bce4419ab.phy
2063   | LG+G+F     | EOG091E01B3                    | 513025-513160                  | ./analysis/phylofiles/a640d336dc4e3d668513d90acbec73f8.phy
2064   | LG+G       | EOG091E02BY                    | 513161-513361                  | ./analysis/phylofiles/7a447271c46e345b75e89c0095b3daac.phy
2065   | LG+I+G+F   | EOG091E05CZ                    | 513362-513586                  | ./analysis/phylofiles/3a32244dac437976250c681f90ae0386.phy
2066   | LG+I+G     | EOG091E03YD                    | 513587-513644                  | ./analysis/phylofiles/c1f92a688835ab0a3a6d2c664dc64118.phy
2067   | LG+I+G     | EOG091E00EB                    | 513645-514146                  | ./analysis/phylofiles/d8ff548ae65863561661f37f288a7bc5.phy
2068   | JTT+G+F    | EOG091E03IU                    | 514147-514320                  | ./analysis/phylofiles/c0b9f732054adcc49b97c58f778cbd25.phy
2069   | LG+G       | EOG091E01QQ                    | 514321-514659                  | ./analysis/phylofiles/19e9e78428b3efefa0a0812b78e1e02c.phy
2070   | LG+I+G     | EOG091E00VT                    | 514660-515135                  | ./analysis/phylofiles/c47488626bcc359539e023564a90390f.phy
2071   | LG+G       | EOG091E01EU                    | 515136-515487                  | ./analysis/phylofiles/9b075744caed0efa3297998d773d945f.phy
2072   | LG+G       | EOG091E04TI                    | 515488-515654                  | ./analysis/phylofiles/6e06f6c00bdac410c27b50bf3e0c2e7d.phy
2073   | LG+G       | EOG091E01JH                    | 515655-515864                  | ./analysis/phylofiles/d3677d4f5ec5645a4150e4d567d9f9fd.phy
2074   | JTT+G      | EOG091E002I                    | 515865-515930                  | ./analysis/phylofiles/5f4af26654315c71ca5a8c0287ca6729.phy
2075   | LG+G       | EOG091E04K5                    | 515931-516112                  | ./analysis/phylofiles/7e7619ce2b68c6055be94f5825b55750.phy
2076   | LG+I+G+F   | EOG091E06L4                    | 516113-516276                  | ./analysis/phylofiles/cad01a46bb561a2c3abf702fb6fea131.phy
2077   | LG+I+G     | EOG091E04JC                    | 516277-516641                  | ./analysis/phylofiles/42d5b930554e1e463fd79a9f82dc615a.phy
2078   | LG+G       | EOG091E01LC                    | 516642-516752                  | ./analysis/phylofiles/c5065e46624eae4323f2add9639cb2e6.phy
2079   | JTT+G      | EOG091E00Q2                    | 516753-516965                  | ./analysis/phylofiles/e8b10933c3d5073a31ba2ea028d5c44a.phy
2080   | LG+G+F     | EOG091E02C6                    | 516966-517193                  | ./analysis/phylofiles/18addd672e1495bf578b9e44020e7dd6.phy
2081   | JTT+G      | EOG091E0309                    | 517194-517367                  | ./analysis/phylofiles/3162605e0022d1df014528bbcc20a681.phy
2082   | JTT+G      | EOG091E01PC                    | 517368-517675                  | ./analysis/phylofiles/1a537ef69e579beb6a9412377734fbab.phy
2083   | LG+I+G     | EOG091E02Z0                    | 517676-517844                  | ./analysis/phylofiles/a18b2aecc749febf649523d2861f7fa1.phy
2084   | WAG+G      | EOG091E06CB                    | 517845-517890                  | ./analysis/phylofiles/45ea65d157b7f16dad77419fa32dda3e.phy
2085   | JTT+G      | EOG091E03GB                    | 517891-518050                  | ./analysis/phylofiles/92f158452c5d348c6a175c11ee51d6c6.phy
2086   | LG+I+G     | EOG091E01LP                    | 518051-518357                  | ./analysis/phylofiles/3775b8a99eeac5196c4ca3fbf1b53417.phy
2087   | JTT+G      | EOG091E02YJ                    | 518358-518524                  | ./analysis/phylofiles/7b0ef6f57e6ad2cd5cc776e798a892e3.phy
2088   | LG+I+G     | EOG091E01EF                    | 518525-518885                  | ./analysis/phylofiles/6181e9e4e8b2ff5d92269a38a23f0c1c.phy
2089   | RTREV+G    | EOG091E03W3                    | 518886-518987                  | ./analysis/phylofiles/b8f23f0bfd140f608e7f9b8daa8aa597.phy
2090   | LG+G       | EOG091E00LG                    | 518988-519598                  | ./analysis/phylofiles/0d99787d8599e6f1349377952ada2250.phy
2091   | LG+I+G     | EOG091E02TE                    | 519599-519813                  | ./analysis/phylofiles/616638cde414c73c451b3d65239c2509.phy
2092   | LG+G       | EOG091E01I8                    | 519814-520212                  | ./analysis/phylofiles/36a2ce6a19e8589ff758ba2f1d2e8ba2.phy
2093   | JTT+G      | EOG091E02AS                    | 520213-520569                  | ./analysis/phylofiles/d842f3f9332bde9caa15fbcb88621462.phy
2094   | JTT+G      | EOG091E037R                    | 520570-520672                  | ./analysis/phylofiles/b70029c977760f8fbb37462f70cc7505.phy
2095   | LG+G       | EOG091E0551                    | 520673-520763                  | ./analysis/phylofiles/d14bf3b48c2cddb0222fdf407b06698c.phy
2096   | JTT+I+G+F  | EOG091E00KH                    | 520764-521240                  | ./analysis/phylofiles/1482d4df89ea7cdc26675d72906f2d91.phy
2097   | LG+I+G     | EOG091E05TL                    | 521241-521309                  | ./analysis/phylofiles/b07f4fac4185df709a6707c3cb155f09.phy
2098   | LG+G+F     | EOG091E00ZH                    | 521310-521723                  | ./analysis/phylofiles/5837a939baaf6455a6ebcb59bf2575fc.phy
2099   | JTT+G      | EOG091E010B                    | 521724-522176                  | ./analysis/phylofiles/28d8a793eaeb82c20c8636eb1ef74aca.phy
2100   | LG+I+G     | EOG091E03NM                    | 522177-522309                  | ./analysis/phylofiles/ad87fc22b2061606ecfacb56baf1406f.phy
2101   | LG+G       | EOG091E00WA                    | 522310-522519                  | ./analysis/phylofiles/e278dff6b8b2e80877fc2a9281d931fb.phy
2102   | LG+G+F     | EOG091E022Z                    | 522520-522905                  | ./analysis/phylofiles/33d086a9bfe2b76759169409ba6d218e.phy
2103   | JTT+G      | EOG091E00UE                    | 522906-523290                  | ./analysis/phylofiles/c92436225c5791b1d2fe183ed7c927da.phy
2104   | LG+G       | EOG091E01QH                    | 523291-523409                  | ./analysis/phylofiles/0542775584567588b5ddf1d5d7f48d5a.phy
2105   | LG+G       | EOG091E02XR                    | 523410-523593                  | ./analysis/phylofiles/259356ede56773a22bc7bec59e356f1a.phy
2106   | LG+I+G+F   | EOG091E00X3                    | 523594-524044                  | ./analysis/phylofiles/17281950c7c385a7f9d3a0a80cafcae3.phy
2107   | JTT+I+G    | EOG091E03O4                    | 524045-524237                  | ./analysis/phylofiles/39a27d43ac50ad6e159159fc7bc36b91.phy
2108   | LG+I+G     | EOG091E03ID                    | 524238-524363                  | ./analysis/phylofiles/b9d75f6ae4af8808fcc338e0a2c77736.phy
2109   | LG+G       | EOG091E04HC                    | 524364-524582                  | ./analysis/phylofiles/5354647dae648764709a88cca4802ed8.phy
2110   | LG+G       | EOG091E0248                    | 524583-524834                  | ./analysis/phylofiles/31726449bb9d9663775f7e59388d66b4.phy
2111   | LG+G       | EOG091E03LC                    | 524835-524970                  | ./analysis/phylofiles/c084b5739dd3951f41a8963acebd4b5b.phy
2112   | RTREV+I+G+F | EOG091E01XC                    | 524971-525243                  | ./analysis/phylofiles/6dfe7ea50b57755240bcc3dc0efd0ed4.phy
2113   | LG+G       | EOG091E028N                    | 525244-525449                  | ./analysis/phylofiles/8169b0a07b8ea9c8032dc82dd1d4ba60.phy
2114   | JTT+G      | EOG091E05Y8                    | 525450-525602                  | ./analysis/phylofiles/c89314eb3bd7b1711a1a47e8bdb233a2.phy
2115   | JTT+G      | EOG091E01BG                    | 525603-525798                  | ./analysis/phylofiles/e7ca958878975c11505f427982f32fdb.phy
2116   | JTT+G      | EOG091E02ZK                    | 525799-525911                  | ./analysis/phylofiles/444d69173f1060c6705e9716e12e9a6e.phy
2117   | LG+G       | EOG091E03M7                    | 525912-526020                  | ./analysis/phylofiles/1baa843ce95b1ae89f2b83e6492615d5.phy
2118   | LG+I+G     | EOG091E031R                    | 526021-526161                  | ./analysis/phylofiles/f22f980fd7c49ccfca3a32306e5d7d50.phy
2119   | LG+G       | EOG091E0276                    | 526162-526365                  | ./analysis/phylofiles/9774487d4e9088b5ec998f67a52908b0.phy
2120   | WAG+G+F    | EOG091E01ZZ                    | 526366-526673                  | ./analysis/phylofiles/e7d4c142238e1a2f91f2ab70ccb94c54.phy
2121   | JTT+G      | EOG091E02A7                    | 526674-526832                  | ./analysis/phylofiles/769f540eaa785dd768881a1a5bf94853.phy
2122   | LG+I+G     | EOG091E02TJ                    | 526833-527072                  | ./analysis/phylofiles/0eac34d345cb4cba99bdae1989550e0b.phy
2123   | LG+G       | EOG091E00WM                    | 527073-527555                  | ./analysis/phylofiles/7ddedab0575df982fe0bd6b4e8077e76.phy
2124   | LG+G       | EOG091E019E                    | 527556-527936                  | ./analysis/phylofiles/a8644a96f8bef95a4348dd62e0a739e4.phy
2125   | LG+G       | EOG091E0277                    | 527937-528239                  | ./analysis/phylofiles/4146f2f1df02c87e1c89637deff32767.phy
2126   | LG+G       | EOG091E05FI                    | 528240-528317                  | ./analysis/phylofiles/c2347f2dc10ad17af89fe323c83ccac8.phy
2127   | LG+G       | EOG091E03LJ                    | 528318-528432                  | ./analysis/phylofiles/4b0de1d5e7c12e4d0cf636b94261835f.phy
2128   | LG+G       | EOG091E04V2                    | 528433-528554                  | ./analysis/phylofiles/b54e9b2d3f6291819051ca179d8f2fe5.phy
2129   | LG+G+F     | EOG091E03A8                    | 528555-528763                  | ./analysis/phylofiles/2c5105f0356d27750c7aa2f02a32aabc.phy
2130   | LG+G       | EOG091E02L8                    | 528764-528896                  | ./analysis/phylofiles/6da039801df206cc51604fe41e090f99.phy
2131   | LG+I+G     | EOG091E02MO                    | 528897-529107                  | ./analysis/phylofiles/62cb1803bf4de18495d48daf1b0ca7c0.phy
2132   | DAYHOFF+G  | EOG091E05JV                    | 529108-529192                  | ./analysis/phylofiles/708ab5206134f8d751de84726cba34ab.phy
2133   | JTT+G      | EOG091E01RM                    | 529193-529342                  | ./analysis/phylofiles/ef0b11103198d77a10ca672661bc7b03.phy
2134   | LG+G       | EOG091E026H                    | 529343-529653                  | ./analysis/phylofiles/a45da278456311f918094834a41c0376.phy
2135   | LG+I+G     | EOG091E02HZ                    | 529654-529937                  | ./analysis/phylofiles/35d299291c0b567f318ff12e3454d1bf.phy
2136   | DCMUT+I+G+F | EOG091E03S1                    | 529938-530114                  | ./analysis/phylofiles/22902e7a60c4294403a9e82d5f31966f.phy
2137   | LG+G       | EOG091E01Z0                    | 530115-530435                  | ./analysis/phylofiles/64cfab1189497cfd05a464c1b96c18aa.phy
2138   | JTT+G      | EOG091E05QI                    | 530436-530566                  | ./analysis/phylofiles/90bd7c8a62426a14511419bd922386a4.phy
2139   | LG+I+G     | EOG091E03TD                    | 530567-530737                  | ./analysis/phylofiles/f9cbdcdf955964e2f3d6677fd5666a40.phy
2140   | LG+I+G     | EOG091E035X                    | 530738-530956                  | ./analysis/phylofiles/5d742fe4c524a65c9d275c9d72833145.phy
2141   | LG+G       | EOG091E017Q                    | 530957-531030                  | ./analysis/phylofiles/570087ca34ac0933ea9039b5d7012006.phy
2142   | LG+I+G     | EOG091E054U                    | 531031-531258                  | ./analysis/phylofiles/4e030c793ef1ab251db3eb68ac299cd1.phy
2143   | LG+G       | EOG091E04LK                    | 531259-531444                  | ./analysis/phylofiles/d6fb70a0a98b7397703f56200363f928.phy
2144   | LG+G       | EOG091E0172                    | 531445-531557                  | ./analysis/phylofiles/cec682642f3e8dc620b70e0fa535ff0f.phy
2145   | LG+G       | EOG091E02AL                    | 531558-531679                  | ./analysis/phylofiles/0d39fed49d5d9f030d6a3c23bf64302e.phy
2146   | LG+G+F     | EOG091E01H0                    | 531680-532032                  | ./analysis/phylofiles/e8576425450f737fc80e25efdc42278a.phy
2147   | LG+I+G     | EOG091E01PD                    | 532033-532368                  | ./analysis/phylofiles/f958f2e3b9f047dd06febd801764ae59.phy
2148   | LG+G       | EOG091E03RV                    | 532369-532464                  | ./analysis/phylofiles/baf46a4e52659bd6101b3d052c2a17ee.phy
2149   | LG+G+F     | EOG091E02VL                    | 532465-532659                  | ./analysis/phylofiles/b56cd5d90082b517ae042d9c2aa9b2df.phy
2150   | LG+I+G+F   | EOG091E05LB                    | 532660-532960                  | ./analysis/phylofiles/e1b293bd1562b184beff2824cae08ece.phy
2151   | LG+G+F     | EOG091E01P1                    | 532961-533497                  | ./analysis/phylofiles/1ce2afbf8d900ddfd2552baab7ea9fa2.phy
2152   | LG+G+F     | EOG091E01MF                    | 533498-533934                  | ./analysis/phylofiles/55cd96ff9e5fc7cdce9696176d3c15c1.phy
2153   | LG+I+G     | EOG091E00BZ                    | 533935-534658                  | ./analysis/phylofiles/4b6fe17f395acc8bb07cf62e94e715cb.phy
2154   | LG+I+G     | EOG091E006E                    | 534659-535268                  | ./analysis/phylofiles/a11487862add21e91ef2e0c0baa13d05.phy
